id,Degerlendirme Puani
217,24.796696
218,26.569273
219,38.292164
220,45.977406
221,29.875465
222,21.777311
223,30.443935
224,22.730082
225,19.254543
226,23.864386
227,33.60111
228,45.874035
229,21.127018
230,16.952639
231,28.000044
232,33.589596
233,33.193573
234,20.887058
235,15.59246
236,35.942837
237,48.67344
238,44.88581
239,35.406868
240,58.01173
241,36.984165
242,16.472769
243,45.05278
244,37.223923
245,41.272133
246,37.033466
247,23.872278
248,23.852724
249,16.484919
250,22.662529
251,25.07353
252,35.295017
253,32.416206
254,34.48295
255,19.226091
256,37.742252
257,46.732265
258,23.057226
259,31.434675
260,36.283253
261,15.113391
262,30.252533
263,15.614847
264,24.127869
265,41.74008
266,14.629024
267,35.244236
268,12.306673
269,46.58416
270,19.810375
271,35.89139
272,36.80954
273,48.546295
274,17.881508
275,29.678267
276,17.372225
277,52.894085
278,28.41684
279,26.000616
280,29.739807
281,42.760113
282,20.583332
283,26.051456
284,56.042534
285,24.67109
286,37.218407
287,19.713818
288,41.847538
289,53.243122
290,33.278797
291,9.882787
292,14.9076185
293,31.50023
294,32.63395
295,15.196864
296,53.142323
297,48.28639
298,20.28401
299,35.36401
300,17.189894
301,44.978256
302,21.958658
303,20.02311
304,25.036858
305,22.484266
306,30.358303
307,38.168293
308,17.047895
309,47.54997
310,39.738384
311,49.04074
312,32.57729
313,26.15251
314,36.531944
315,24.941383
316,23.478725
317,40.059498
318,21.50995
319,17.751451
320,22.63131
321,40.918877
322,34.7315
323,26.562513
324,32.338287
325,29.911543
326,21.51461
327,21.462257
328,45.18844
329,37.147804
330,25.63178
331,35.05148
332,13.652998
333,44.2374
334,15.724268
335,40.43529
336,28.44034
337,29.83303
338,12.35438
339,27.94749
340,29.038755
341,24.458017
342,27.566236
343,19.216286
344,50.577854
345,31.386875
346,33.75685
347,42.13385
348,35.44756
349,52.755142
350,13.473909
351,29.603535
352,19.545235
353,8.2353735
354,54.408905
355,23.731024
356,40.702133
357,31.841152
358,37.380054
359,35.480877
360,39.59706
361,28.71257
362,19.395226
363,29.714333
364,45.725185
365,13.102379
366,40.263157
367,31.486797
368,18.412008
369,22.577137
370,29.07468
371,36.419907
372,11.041882
373,24.101126
374,24.30933
375,34.790222
376,18.165709
377,32.968887
378,20.424494
379,29.472023
380,45.578175
381,15.530556
382,33.38853
383,18.652163
384,14.995399
385,32.11441
386,27.604
387,10.388049
388,36.83203
389,30.00468
390,27.198143
391,11.485366
392,18.83488
393,42.94098
394,43.778164
395,45.605694
396,43.92412
397,25.108395
398,23.852903
399,32.410374
400,14.286691
401,23.651047
402,14.319034
403,47.358826
404,52.80499
405,41.988884
406,40.911438
407,27.470274
408,12.7548065
409,58.807156
410,20.610636
411,38.53368
412,33.272106
413,37.325356
414,30.605066
415,27.414536
416,49.87916
417,35.91804
418,23.590235
419,48.78837
420,32.587185
421,36.913143
422,12.882282
423,12.301142
424,31.755241
425,27.226383
426,40.259624
427,25.769152
428,36.197372
429,37.9599
430,31.07273
431,21.680525
432,31.167841
433,34.344856
434,36.9093
435,14.208784
436,36.957962
437,31.431602
438,21.688004
439,20.057587
440,40.514114
441,10.590022
442,39.953938
443,18.11179
444,33.199085
445,14.220411
446,39.605602
447,23.42404
448,13.216729
449,48.97919
450,21.721361
451,40.800606
452,41.545124
453,25.092745
454,28.875462
455,29.166079
456,31.355976
457,50.48652
458,48.45398
459,14.661876
460,27.957687
461,36.06185
462,38.336964
463,51.039497
464,41.524837
465,26.332935
466,20.770792
467,16.355974
468,55.301094
469,44.895916
470,32.31757
471,26.593426
472,39.555782
473,25.271725
474,41.472866
475,9.343429
476,39.089115
477,22.628141
478,22.863407
479,47.845562
480,9.245036
481,32.02563
482,55.972603
483,20.02875
484,34.375908
485,24.45335
486,40.38215
487,40.45169
488,36.112595
489,28.501972
490,26.813805
491,44.11399
492,38.377083
493,27.002026
494,32.758934
495,29.319523
496,24.721405
497,21.573162
498,47.813416
499,37.324802
500,42.63979
501,19.589272
502,29.325024
503,44.90107
504,9.006949
505,48.338943
506,23.244535
507,28.121824
508,23.178654
509,34.78841
510,53.75062
511,9.107889
512,36.971783
513,33.972977
514,38.928207
515,23.894156
516,37.643063
517,34.69961
518,32.18831
519,9.464867
520,54.177734
521,26.906572
522,55.33681
523,35.017014
524,16.34828
525,17.165157
526,13.664011
527,41.68048
528,29.438053
529,52.667377
530,38.109703
531,41.799168
532,44.234257
533,35.38379
534,11.734355
535,39.54516
536,40.96121
537,15.593606
538,43.218098
539,24.258013
540,45.04872
541,25.426443
542,30.955719
543,50.7717
544,25.462067
545,42.807316
546,43.56094
547,48.630306
548,36.770573
549,52.40836
550,29.61922
551,41.579998
552,13.656217
553,27.720947
554,22.913033
555,34.116573
556,29.73046
557,33.260643
558,25.161116
559,35.604355
560,19.927715
561,33.875423
562,17.01367
563,25.73976
564,46.519573
565,14.111082
566,24.481707
567,18.528664
568,29.129292
569,40.43209
570,25.066498
571,31.356552
572,25.37568
573,11.415356
574,49.080616
575,32.64129
576,29.687033
577,29.5295
578,38.99377
579,31.898193
580,34.302307
581,44.112667
582,37.171303
583,28.161507
584,39.599846
585,54.381145
586,46.75214
587,29.483465
588,18.644735
589,13.167296
590,17.42723
591,26.451725
592,46.752216
593,35.253166
594,53.206825
595,50.301563
596,27.030819
597,21.34528
598,12.235956
599,52.522038
600,31.494726
601,43.316456
602,45.65319
603,27.449059
604,41.55351
605,48.836536
606,22.014893
607,16.04978
608,43.02495
609,28.860868
610,30.587452
611,40.752743
612,24.812523
613,40.673946
614,13.588466
615,40.57186
616,43.929016
617,9.006267
618,18.704014
619,47.834217
620,36.226475
621,38.12447
622,52.52903
623,36.17026
624,14.137758
625,37.629856
626,25.181961
627,28.346731
628,18.785116
629,20.687572
630,38.796986
631,21.87918
632,52.685394
633,20.930424
634,20.413107
635,16.706816
636,32.748478
637,39.51986
638,20.931566
639,35.509583
640,20.568716
641,23.880861
642,52.381123
643,17.371586
644,46.13467
645,23.28874
646,30.803549
647,12.41652
648,53.277775
649,22.856266
650,41.659454
651,10.896876
652,19.208534
653,30.84745
654,41.119423
655,15.031963
656,20.394407
657,15.01175
658,14.049252
659,32.325478
660,19.463995
661,28.908165
662,14.373272
663,35.272434
664,51.28428
665,15.338827
666,38.14199
667,20.89763
668,40.229782
669,39.37122
670,38.828686
671,39.884705
672,43.13593
673,37.73238
674,39.401764
675,9.144085
676,45.564938
677,10.256267
678,14.383282
679,29.967363
680,42.01763
681,10.837935
682,12.414778
683,43.414463
684,38.438946
685,26.494562
686,27.681742
687,14.841798
688,6.656237
689,27.712278
690,17.718468
691,25.211315
692,23.718863
693,28.16486
694,14.326566
695,51.232616
696,43.44959
697,42.119095
698,39.909386
699,43.464962
700,6.6165066
701,35.958736
702,29.877611
703,43.30722
704,18.073555
705,36.019814
706,16.091574
707,31.983255
708,24.944069
709,41.301594
710,44.770542
711,36.832733
712,29.902273
713,33.774014
714,16.47161
715,53.67228
716,38.907597
717,40.860306
718,19.789982
719,22.732891
720,40.777985
721,19.687613
722,34.936844
723,37.371056
724,37.78274
725,38.70084
726,31.382723
727,45.340214
728,35.52711
729,25.679962
730,16.174965
731,29.871994
732,10.504532
733,44.91728
734,22.730337
735,25.664045
736,37.195175
737,30.537767
738,40.477943
739,17.609838
740,40.05763
741,53.271534
742,45.738964
743,28.772617
744,44.51249
745,13.104963
746,22.287767
747,15.73933
748,21.78382
749,34.87576
750,55.07826
751,12.948484
752,35.700817
753,31.48786
754,47.565815
755,33.157402
756,10.538335
757,23.728426
758,40.827957
759,56.369392
760,43.75033
761,21.21721
762,12.619798
763,37.623775
764,13.15113
765,53.163864
766,24.749537
767,21.020699
768,11.918037
769,38.111355
770,59.825306
771,30.882223
772,57.364735
773,23.078386
774,32.60157
775,28.709282
776,25.15277
777,22.553265
778,38.098335
779,48.36988
780,22.407812
781,22.854216
782,33.12841
783,27.386507
784,37.268993
785,17.174868
786,26.60983
787,35.353157
788,52.80939
789,40.096443
790,15.53771
791,12.987181
792,26.706
793,34.422684
794,41.22775
795,17.804401
796,34.650734
797,34.307755
798,23.29419
799,30.445213
800,39.551155
801,39.18913
802,26.1747
803,25.523048
804,9.892029
805,38.583153
806,28.578907
807,11.120927
808,19.808084
809,15.455425
810,52.556293
811,42.53938
812,20.610104
813,32.75531
814,37.7102
815,31.558437
816,21.607199
817,48.19434
818,49.564705
819,45.41968
820,53.890636
821,39.636448
822,30.916021
823,21.697939
824,38.922985
825,33.20903
826,47.861908
827,37.33812
828,27.906557
829,13.611222
830,33.530094
831,41.37692
832,20.786919
833,37.226738
834,19.193306
835,29.288898
836,33.110626
837,56.99092
838,40.359123
839,43.1591
840,41.022747
841,49.412663
842,30.663124
843,51.109306
844,35.90015
845,48.34569
846,19.64963
847,34.88075
848,45.100018
849,31.752222
850,13.390493
851,38.33085
852,27.750044
853,27.99874
854,44.349945
855,19.10838
856,49.14071
857,26.53034
858,6.1406746
859,46.338306
860,31.321163
861,13.624407
862,28.758179
863,40.101025
864,53.18851
865,12.536778
866,44.77707
867,30.476439
868,22.45838
869,56.737892
870,53.996002
871,13.533509
872,45.73737
873,40.25638
874,27.685873
875,39.42685
876,47.466183
877,12.2845545
878,47.75267
879,15.547793
880,53.730453
881,25.888775
882,24.640762
883,51.72317
884,35.808727
885,46.80781
886,14.207033
887,15.644943
888,37.564877
889,21.925613
890,18.332834
891,14.065002
892,16.843626
893,26.104383
894,36.416607
895,11.445062
896,42.98401
897,14.371669
898,36.167213
899,35.735622
900,42.7531
901,15.39931
902,49.103443
903,24.736229
904,26.165192
905,37.915363
906,28.330576
907,50.472702
908,41.931705
909,14.382952
910,33.077473
911,28.944393
912,31.284376
913,28.98807
914,51.04054
915,30.09848
916,47.853477
917,33.79079
918,14.372366
919,40.144382
920,33.12735
921,23.697065
922,22.452267
923,31.153063
924,14.8659525
925,21.14707
926,31.785042
927,26.782911
928,57.422947
929,29.410027
930,20.667099
931,26.134497
932,39.59007
933,35.486088
934,26.262163
935,38.764523
936,53.964825
937,11.850433
938,44.259567
939,15.703838
940,37.15115
941,49.325657
942,48.13467
943,19.97395
944,33.9564
945,28.101591
946,13.402169
947,11.768933
948,45.789143
949,26.413002
950,26.188398
951,16.512266
952,20.973825
953,25.320541
954,45.9129
955,38.443874
956,16.538063
957,44.069324
958,28.45128
959,29.100899
960,47.044315
961,38.46654
962,49.65045
963,32.770546
964,23.198658
965,38.83675
966,37.65623
967,31.794174
968,34.508537
969,48.40731
970,30.714483
971,39.776703
972,9.8628845
973,58.8189
974,45.909035
975,33.018852
976,36.44325
977,44.637043
978,31.072475
979,25.405373
980,38.09313
981,41.978973
982,11.528896
983,19.497185
984,42.194977
985,31.910316
986,39.651062
987,12.153062
988,17.93011
989,18.099358
990,27.194557
991,17.3681
992,48.867638
993,15.337263
994,51.838383
995,32.62221
996,48.754234
997,14.629982
998,27.59987
999,30.850063
1000,30.958675
1001,46.553276
1002,33.365395
1003,15.719926
1004,18.08301
1005,28.883265
1006,39.32382
1007,22.931953
1008,53.89248
1009,37.051353
1010,31.338758
1011,18.240965
1012,30.12546
1013,40.905735
1014,39.78508
1015,23.854616
1016,22.09123
1017,50.118217
1018,7.15922
1019,51.26068
1020,38.402027
1021,36.290302
1022,22.81599
1023,23.684477
1024,28.311668
1025,24.63834
1026,38.819653
1027,16.829786
1028,25.569473
1029,17.224655
1030,33.41529
1031,34.692806
1032,24.354305
1033,22.655418
1034,16.057535
1035,36.851055
1036,31.970327
1037,19.914349
1038,47.753113
1039,39.770718
1040,33.709373
1041,30.192137
1042,37.60662
1043,52.521988
1044,28.218197
1045,43.47362
1046,53.334003
1047,25.844893
1048,15.756029
1049,40.00374
1050,29.757393
1051,39.531727
1052,40.59151
1053,44.164772
1054,25.346674
1055,30.879478
1056,20.471386
1057,25.789688
1058,29.857973
1059,34.233246
1060,28.185162
1061,53.087093
1062,14.5651045
1063,37.573647
1064,24.519062
1065,19.286526
1066,43.653202
1067,29.63158
1068,44.798187
1069,36.26171
1070,34.092953
1071,39.5919
1072,14.454508
1073,12.889813
1074,36.412033
1075,23.081192
1076,25.311312
1077,20.618101
1078,56.903095
1079,11.443784
1080,20.878143
1081,46.90206
1082,55.771133
1083,11.497744
1084,41.95463
1085,31.848944
1086,15.920789
1087,33.122093
1088,41.168938
1089,31.114542
1090,13.759146
1091,47.70305
1092,27.29665
1093,28.235756
1094,37.87442
1095,13.821938
1096,30.54744
1097,32.302406
1098,23.780737
1099,39.860294
1100,54.20798
1101,17.23224
1102,35.268074
1103,28.803818
1104,42.40178
1105,52.624992
1106,29.167938
1107,40.69155
1108,29.123491
1109,27.240047
1110,42.406994
1111,25.466722
1112,25.590025
1113,30.502522
1114,51.304035
1115,38.08602
1116,21.753092
1117,34.145153
1118,14.553319
1119,24.011593
1120,38.81109
1121,36.0194
1122,21.65727
1123,23.164219
1124,18.13623
1125,27.141611
1126,31.504204
1127,23.873175
1128,10.420853
1129,32.38688
1130,14.963566
1131,16.854813
1132,37.55313
1133,30.520523
1134,53.381084
1135,32.278214
1136,26.17353
1137,38.08441
1138,28.107454
1139,48.671295
1140,9.37315
1141,26.560858
1142,30.096703
1143,39.379852
1144,42.727364
1145,34.414204
1146,43.619316
1147,23.244776
1148,16.315084
1149,46.40232
1150,12.451337
1151,39.94005
1152,30.375324
1153,47.48491
1154,32.499477
1155,52.915062
1156,23.452433
1157,22.857449
1158,41.990395
1159,38.28191
1160,33.598873
1161,40.868973
1162,21.08049
1163,53.52121
1164,12.809242
1165,50.745663
1166,19.530987
1167,49.509808
1168,42.299664
1169,19.581493
1170,36.415813
1171,42.075268
1172,27.98015
1173,11.370899
1174,37.758514
1175,53.907364
1176,37.835953
1177,29.768024
1178,39.616966
1179,15.683193
1180,30.825321
1181,30.741604
1182,27.150333
1183,37.570114
1184,26.94317
1185,14.560875
1186,50.531612
1187,31.61137
1188,41.00571
1189,21.30528
1190,40.387096
1191,43.41869
1192,35.812454
1193,42.105896
1194,13.057526
1195,45.60214
1196,22.848495
1197,39.821926
1198,21.499844
1199,41.85766
1200,24.469082
1201,47.320293
1202,43.485474
1203,31.058329
1204,55.338337
1205,23.540255
1206,43.762783
1207,38.018646
1208,33.433727
1209,24.342705
1210,32.58801
1211,8.480058
1212,23.566135
1213,14.350933
1214,45.028988
1215,35.35179
1216,39.09235
1217,55.009983
1218,47.401684
1219,28.446188
1220,52.597847
1221,15.170035
1222,19.323606
1223,30.08411
1224,34.692543
1225,20.472506
1226,30.876038
1227,18.654009
1228,35.454723
1229,35.62053
1230,34.958515
1231,23.399727
1232,14.121576
1233,46.357002
1234,18.355484
1235,40.27408
1236,12.419511
1237,34.47126
1238,42.415344
1239,17.358662
1240,50.488377
1241,50.983963
1242,35.00987
1243,16.650463
1244,44.60704
1245,50.62208
1246,40.112003
1247,32.141407
1248,32.82896
1249,17.470367
1250,26.524176
1251,30.364729
1252,30.234797
1253,26.441973
1254,52.785206
1255,7.939039
1256,51.655033
1257,32.06636
1258,32.175312
1259,44.04312
1260,20.26264
1261,22.792372
1262,17.237337
1263,53.501377
1264,40.74619
1265,21.025698
1266,10.481319
1267,31.400583
1268,28.040197
1269,29.482111
1270,16.520906
1271,32.0574
1272,30.061378
1273,20.193369
1274,30.79395
1275,14.9404745
1276,25.330877
1277,55.62245
1278,25.08834
1279,47.307804
1280,40.675343
1281,36.83872
1282,21.830805
1283,23.23442
1284,37.98188
1285,51.215473
1286,42.206158
1287,14.654976
1288,26.699524
1289,13.48866
1290,47.544327
1291,29.738049
1292,36.355618
1293,34.790768
1294,45.179848
1295,43.50432
1296,14.970908
1297,13.913194
1298,24.557997
1299,17.648888
1300,24.396172
1301,26.294477
1302,26.90802
1303,25.360497
1304,39.795254
1305,47.781967
1306,18.646624
1307,28.934725
1308,36.74094
1309,17.87143
1310,16.816872
1311,34.66375
1312,60.73425
1313,31.043167
1314,43.271614
1315,46.82447
1316,27.215382
1317,40.160946
1318,34.01158
1319,34.358963
1320,18.445396
1321,34.57189
1322,27.029833
1323,22.912554
1324,47.454468
1325,12.366017
1326,17.215837
1327,34.138737
1328,15.65604
1329,18.434141
1330,44.410275
1331,36.9967
1332,31.429256
1333,38.096863
1334,13.949507
1335,46.86857
1336,18.211325
1337,14.3694935
1338,36.12559
1339,40.871624
1340,40.64099
1341,42.193943
1342,16.550137
1343,36.4165
1344,18.142073
1345,25.736618
1346,10.118802
1347,58.063515
1348,37.447018
1349,19.054888
1350,40.478893
1351,43.153976
1352,31.609102
1353,26.606081
1354,50.526146
1355,10.031264
1356,30.293228
1357,38.67143
1358,44.33868
1359,47.730957
1360,10.947632
1361,28.836931
1362,13.573359
1363,57.88822
1364,35.27467
1365,38.197556
1366,15.544799
1367,31.640036
1368,30.202518
1369,27.018013
1370,38.26393
1371,32.52634
1372,26.787193
1373,43.278942
1374,42.0468
1375,20.227034
1376,42.690296
1377,35.725403
1378,42.12743
1379,39.917404
1380,42.101288
1381,46.80512
1382,31.472235
1383,28.90391
1384,23.683302
1385,36.258068
1386,31.282145
1387,49.216286
1388,8.739017
1389,41.336903
1390,29.09667
1391,27.53562
1392,26.294508
1393,30.18944
1394,34.176434
1395,27.545982
1396,34.72674
1397,25.447857
1398,20.717077
1399,37.210884
1400,17.335306
1401,40.709217
1402,32.74875
1403,37.804245
1404,40.976673
1405,23.69841
1406,52.626118
1407,44.244244
1408,43.500935
1409,26.107338
1410,23.417133
1411,18.11201
1412,59.59686
1413,31.555819
1414,12.055406
1415,23.01364
1416,45.963295
1417,37.015633
1418,36.50352
1419,51.499638
1420,36.23881
1421,28.07771
1422,30.634508
1423,15.834516
1424,50.028194
1425,49.649204
1426,30.218002
1427,29.672995
1428,11.262076
1429,43.80191
1430,53.455902
1431,31.696682
1432,20.514269
1433,14.007812
1434,29.555166
1435,21.13172
1436,42.498405
1437,41.983154
1438,27.68426
1439,16.16883
1440,21.413002
1441,8.951379
1442,21.48701
1443,45.684483
1444,33.113483
1445,39.70462
1446,26.871828
1447,27.145857
1448,23.288801
1449,42.89427
1450,42.162746
1451,40.802204
1452,24.868092
1453,35.350937
1454,25.304148
1455,41.52231
1456,31.810717
1457,11.763936
1458,34.34955
1459,55.09627
1460,26.24248
1461,19.611197
1462,29.959852
1463,12.209042
1464,45.45549
1465,47.037834
1466,45.992985
1467,53.32171
1468,42.117134
1469,11.630817
1470,17.196377
1471,30.512283
1472,33.546432
1473,34.55958
1474,10.868827
1475,20.421345
1476,10.410743
1477,22.743608
1478,45.33516
1479,34.207214
1480,17.424446
1481,31.547821
1482,32.306637
1483,24.356853
1484,46.4635
1485,27.857971
1486,32.031773
1487,47.673573
1488,21.616253
1489,21.26071
1490,31.43688
1491,41.21893
1492,20.469143
1493,36.89266
1494,48.607708
1495,30.120998
1496,47.712376
1497,18.874174
1498,20.8307
1499,17.868761
1500,34.2121
1501,21.707695
1502,34.047283
1503,26.991587
1504,24.7958
1505,25.781046
1506,47.348457
1507,30.411366
1508,20.39291
1509,9.6581955
1510,56.003883
1511,15.146757
1512,54.894733
1513,20.575098
1514,16.11131
1515,18.301676
1516,26.031704
1517,49.978035
1518,30.29462
1519,24.755213
1520,39.019043
1521,44.03291
1522,14.113565
1523,49.585583
1524,9.236011
1525,42.864883
1526,33.80526
1527,46.321903
1528,40.012672
1529,41.767887
1530,30.674534
1531,23.15399
1532,17.103756
1533,22.228186
1534,43.49781
1535,44.053616
1536,46.873875
1537,29.84686
1538,34.037037
1539,37.381214
1540,14.560697
1541,23.20733
1542,34.326168
1543,29.631002
1544,30.737226
1545,32.677402
1546,40.705574
1547,28.641035
1548,17.00119
1549,8.030041
1550,21.70437
1551,50.512943
1552,46.24924
1553,34.155064
1554,12.126463
1555,51.71609
1556,31.096361
1557,17.865248
1558,45.491653
1559,46.013
1560,38.385647
1561,40.510944
1562,28.29612
1563,36.738758
1564,34.34925
1565,14.3623905
1566,25.836634
1567,35.632763
1568,38.18756
1569,51.50606
1570,53.0122
1571,25.217287
1572,30.530363
1573,28.630552
1574,33.13562
1575,49.41548
1576,49.70062
1577,40.563004
1578,21.374453
1579,49.433445
1580,30.346432
1581,36.565994
1582,35.633865
1583,23.099669
1584,49.903088
1585,28.41988
1586,51.3084
1587,42.877327
1588,36.374397
1589,37.215866
1590,38.833168
1591,38.504982
1592,47.53042
1593,28.463167
1594,39.75768
1595,41.23179
1596,47.807537
1597,43.246456
1598,54.293346
1599,24.749754
1600,33.14587
1601,46.48457
1602,28.887526
1603,53.658096
1604,42.473965
1605,15.822169
1606,52.66612
1607,37.822006
1608,14.245529
1609,52.0776
1610,50.352524
1611,33.440136
1612,44.38459
1613,29.649414
1614,42.070686
1615,44.317017
1616,52.848183
1617,29.074205
1618,27.890606
1619,22.5332
1620,31.345701
1621,42.094707
1622,30.953894
1623,37.24998
1624,21.330702
1625,42.429066
1626,34.013958
1627,47.336685
1628,52.70845
1629,39.568783
1630,21.686693
1631,22.56968
1632,27.474195
1633,41.82693
1634,53.772377
1635,13.567288
1636,49.948845
1637,28.23256
1638,40.31179
1639,37.747673
1640,50.282696
1641,15.765267
1642,38.136177
1643,34.382988
1644,32.65008
1645,23.774282
1646,27.95323
1647,9.947823
1648,51.62798
1649,32.559155
1650,54.408905
1651,24.97182
1652,28.312986
1653,59.991463
1654,18.796465
1655,42.63275
1656,41.853653
1657,43.593052
1658,24.155937
1659,36.8874
1660,32.151363
1661,37.77609
1662,27.610378
1663,27.504068
1664,29.911055
1665,34.580486
1666,28.312527
1667,55.69661
1668,20.807562
1669,10.279586
1670,54.761467
1671,23.171658
1672,46.072586
1673,34.2252
1674,50.226833
1675,40.605698
1676,49.44236
1677,49.212597
1678,33.535133
1679,27.092863
1680,15.909543
1681,34.289677
1682,33.21065
1683,28.344446
1684,30.430483
1685,16.87331
1686,35.11772
1687,46.030464
1688,33.88479
1689,45.866653
1690,21.69186
1691,16.431381
1692,20.85682
1693,54.04038
1694,34.192783
1695,11.597562
1696,45.901474
1697,48.875492
1698,27.457918
1699,40.32375
1700,56.488358
1701,49.149864
1702,46.98342
1703,17.841747
1704,25.376493
1705,23.026049
1706,45.79
1707,55.90849
1708,50.872868
1709,15.342301
1710,37.664402
1711,21.738663
1712,29.517042
1713,16.921862
1714,28.511375
1715,36.40567
1716,36.411533
1717,27.323952
1718,24.297686
1719,31.40242
1720,44.01788
1721,19.07231
1722,37.381855
1723,12.8054695
1724,54.245724
1725,26.511147
1726,42.57435
1727,34.57198
1728,31.74517
1729,39.47167
1730,28.040228
1731,39.99149
1732,34.229576
1733,17.165228
1734,22.178844
1735,44.800106
1736,21.840855
1737,24.173315
1738,29.528854
1739,22.07473
1740,21.214804
1741,32.422688
1742,51.93631
1743,48.88311
1744,16.641075
1745,15.033019
1746,26.683546
1747,26.727455
1748,30.401178
1749,26.284018
1750,42.89584
1751,44.89205
1752,27.472704
1753,8.99494
1754,38.881382
1755,21.054716
1756,38.22877
1757,34.27827
1758,31.305405
1759,24.488363
1760,43.44225
1761,48.556797
1762,48.844997
1763,38.88378
1764,28.25367
1765,25.057013
1766,32.968494
1767,33.89745
1768,32.61038
1769,44.92567
1770,49.583
1771,36.792355
1772,52.71634
1773,38.41209
1774,12.585955
1775,50.104984
1776,51.217945
1777,25.302172
1778,25.255377
1779,42.892933
1780,12.305358
1781,37.40344
1782,33.895958
1783,44.49473
1784,22.238623
1785,43.27408
1786,39.003902
1787,11.5415325
1788,28.95729
1789,32.87203
1790,29.778242
1791,31.620354
1792,35.473618
1793,20.989218
1794,42.49465
1795,20.567463
1796,54.52832
1797,39.63658
1798,50.829296
1799,36.60609
1800,39.70138
1801,50.303036
1802,34.26373
1803,23.101818
1804,25.005468
1805,32.05212
1806,37.68771
1807,29.433893
1808,37.056515
1809,30.278002
1810,25.429354
1811,14.15278
1812,34.425842
1813,45.82534
1814,8.653392
1815,43.221836
1816,56.066288
1817,48.07326
1818,31.771608
1819,33.887264
1820,26.748005
1821,17.527807
1822,46.42406
1823,40.775875
1824,38.143444
1825,49.58906
1826,18.704613
1827,39.29004
1828,28.989298
1829,9.999137
1830,43.989307
1831,40.765804
1832,42.45108
1833,17.180086
1834,26.83203
1835,50.377388
1836,29.321764
1837,22.011087
1838,24.46345
1839,22.034878
1840,48.078835
1841,27.617054
1842,33.756203
1843,36.175877
1844,36.584274
1845,31.942537
1846,33.376026
1847,20.446762
1848,26.182392
1849,51.49147
1850,33.18715
1851,47.01297
1852,45.61605
1853,25.035269
1854,37.02178
1855,48.76997
1856,28.250113
1857,37.037045
1858,20.665443
1859,15.302969
1860,15.69514
1861,25.422379
1862,31.072124
1863,41.55634
1864,37.55593
1865,37.624264
1866,30.854357
1867,49.385426
1868,43.567318
1869,36.03415
